epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,11642.1,1.86824,0.83444,0.83624,0.93836,0.89032,0.91404,0.43462,1.95939,0.8729,0.86651,0.0008516,0.0008516,0.0008516
31,12024.3,1.84768,0.80159,0.83053,0.9278,0.91613,0.92531,0.45822,1.91026,0.82441,0.86169,0.000812,0.000812,0.000812
32,12404.6,1.77243,0.766,0.82587,0.91235,0.87305,0.93197,0.49869,1.82813,0.77805,0.85194,0.0007724,0.0007724,0.0007724
33,12787.1,1.76222,0.76259,0.82514,0.99962,0.99355,0.995,0.49477,1.79517,0.71448,0.84432,0.0007328,0.0007328,0.0007328
34,13166.2,1.75209,0.74853,0.82369,0.95593,0.90323,0.94513,0.44484,1.95213,0.76009,0.86534,0.0006932,0.0006932,0.0006932
35,13549.9,1.76768,0.73653,0.82851,0.87663,0.82517,0.85437,0.41485,2.29069,0.86616,0.89968,0.0006536,0.0006536,0.0006536
36,13931.8,1.79767,0.78138,0.8279,0.88222,0.86452,0.91301,0.47569,1.93968,0.78005,0.86405,0.000614,0.000614,0.000614
37,14313.7,1.69585,0.72207,0.8273,0.97276,0.92903,0.96857,0.47583,1.87492,0.74109,0.85503,0.0005744,0.0005744,0.0005744
38,14693.3,1.78372,0.75989,0.82451,0.93714,0.89677,0.93908,0.47973,1.82359,0.77336,0.85261,0.0005348,0.0005348,0.0005348
39,15073.5,1.75542,0.76332,0.82608,0.91714,0.85689,0.90373,0.45572,2.10976,0.82429,0.87668,0.0004952,0.0004952,0.0004952
40,15452.5,1.74558,0.71143,0.82787,0.94141,0.87742,0.92993,0.47474,1.97065,0.75541,0.86604,0.0004556,0.0004556,0.0004556
41,15831.3,1.75853,0.75155,0.83873,0.92848,0.88387,0.92169,0.47932,1.90568,0.73817,0.8607,0.000416,0.000416,0.000416
42,16212.2,1.65823,0.70819,0.83755,0.95852,0.92903,0.961,0.47803,1.86809,0.71632,0.85627,0.0003764,0.0003764,0.0003764
43,16589.8,1.67805,0.71167,0.82453,0.92562,0.89032,0.92975,0.47372,1.93991,0.73819,0.86722,0.0003368,0.0003368,0.0003368
44,16969.3,1.72119,0.74724,0.83553,0.88111,0.87097,0.8795,0.4394,2.11155,0.77792,0.88419,0.0002972,0.0002972,0.0002972
45,17345.7,1.6942,0.70333,0.83669,0.96813,0.92903,0.95353,0.48779,1.90196,0.71104,0.85924,0.0002576,0.0002576,0.0002576
46,17723.3,1.6822,0.6981,0.82745,0.95689,0.92258,0.95561,0.50935,1.85956,0.69874,0.85474,0.000218,0.000218,0.000218
47,18101.5,1.66699,0.71476,0.82663,0.93324,0.90182,0.92175,0.47656,1.88908,0.70703,0.86147,0.0001784,0.0001784,0.0001784
48,18478.6,1.57267,0.6628,0.83696,0.93328,0.90249,0.9318,0.49899,1.8509,0.6916,0.8556,0.0001388,0.0001388,0.0001388
49,18856.3,1.63685,0.69137,0.81313,0.92125,0.91613,0.94198,0.49711,1.82381,0.68191,0.85311,9.92e-05,9.92e-05,9.92e-05
50,19236.4,1.58115,0.66131,0.83296,0.92202,0.91544,0.93986,0.49877,1.824,0.68659,0.85407,5.96e-05,5.96e-05,5.96e-05
